"protein1"	"protein2"	"combined_score"	"gene1"	"gene2"
"49105"	"9606.ENSP00000220764"	"9606.ENSP00000263967"	425	"PIK3CA"	"DECR1"
"49109"	"9606.ENSP00000220772"	"9606.ENSP00000260408"	432	"SFRP1"	"ADAM10"
"49112"	"9606.ENSP00000220772"	"9606.ENSP00000293549"	846	"WNT1"	"SFRP1"
"49115"	"9606.ENSP00000220772"	"9606.ENSP00000265441"	540	"WNT2"	"SFRP1"
"49118"	"9606.ENSP00000220772"	"9606.ENSP00000290167"	572	"WNT4"	"SFRP1"
"49124"	"9606.ENSP00000220772"	"9606.ENSP00000284523"	782	"WNT3A"	"SFRP1"
"49125"	"9606.ENSP00000220772"	"9606.ENSP00000381775"	882	"TNFSF11"	"SFRP1"
"49127"	"9606.ENSP00000220772"	"9606.ENSP00000222462"	443	"WNT16"	"SFRP1"
"49128"	"9606.ENSP00000220772"	"9606.ENSP00000351605"	579	"SFRP1"	"FZD6"
"49133"	"9606.ENSP00000220772"	"9606.ENSP00000341779"	457	"SFRP1"	"PPP1CC"
"49144"	"9606.ENSP00000220772"	"9606.ENSP00000323901"	758	"SFRP1"	"FZD2"
"49147"	"9606.ENSP00000220772"	"9606.ENSP00000294304"	587	"SFRP1"	"LRP5"
"49148"	"9606.ENSP00000220809"	"9606.ENSP00000284154"	406	"PLAT"	"GRAP"
"49149"	"9606.ENSP00000220809"	"9606.ENSP00000484343"	678	"SERPINB6"	"PLAT"
"49152"	"9606.ENSP00000220809"	"9606.ENSP00000376345"	405	"PLAT"	"GRB2"
"49153"	"9606.ENSP00000220809"	"9606.ENSP00000308938"	996	"PLG"	"PLAT"
"49157"	"9606.ENSP00000220809"	"9606.ENSP00000339328"	520	"PLAUR"	"PLAT"
"49159"	"9606.ENSP00000220809"	"9606.ENSP00000324173"	422	"PLAT"	"HSPA5"
"49161"	"9606.ENSP00000220809"	"9606.ENSP00000243077"	966	"PLAT"	"LRP1"
"49165"	"9606.ENSP00000220809"	"9606.ENSP00000264474"	540	"PLAT"	"CSTA"
"49171"	"9606.ENSP00000220809"	"9606.ENSP00000478026"	412	"PLAT"	"ANXA8"
"49172"	"9606.ENSP00000220809"	"9606.ENSP00000295777"	423	"SERPINI1"	"PLAT"
"49173"	"9606.ENSP00000220809"	"9606.ENSP00000346839"	644	"PLAT"	"FN1"
"49183"	"9606.ENSP00000220809"	"9606.ENSP00000455897"	474	"PLAT"	"MRC1"
"49189"	"9606.ENSP00000220809"	"9606.ENSP00000226218"	687	"VTN"	"PLAT"
"49190"	"9606.ENSP00000220809"	"9606.ENSP00000333203"	660	"SERPINA5"	"PLAT"
"49191"	"9606.ENSP00000220809"	"9606.ENSP00000357801"	957	"S100A10"	"PLAT"
"49192"	"9606.ENSP00000220809"	"9606.ENSP00000223864"	607	"PLGRKT"	"PLAT"
"49195"	"9606.ENSP00000220809"	"9606.ENSP00000415786"	434	"SERPINE2"	"PLAT"
"49196"	"9606.ENSP00000220809"	"9606.ENSP00000361850"	706	"PLAU"	"PLAT"
"49199"	"9606.ENSP00000220809"	"9606.ENSP00000447730"	499	"PLAT"	"CD63"
"49207"	"9606.ENSP00000220809"	"9606.ENSP00000346032"	987	"PLAT"	"ANXA2"
"49208"	"9606.ENSP00000220809"	"9606.ENSP00000364858"	540	"PLAT"	"CARD16"
"49209"	"9606.ENSP00000220809"	"9606.ENSP00000339186"	671	"PLAT"	"GRAP2"
"49210"	"9606.ENSP00000220809"	"9606.ENSP00000308541"	518	"PLAT"	"F2"
"49212"	"9606.ENSP00000220809"	"9606.ENSP00000315130"	405	"PLAT"	"CLU"
"49220"	"9606.ENSP00000220809"	"9606.ENSP00000433138"	540	"PLAT"	"CASP1"
"49227"	"9606.ENSP00000220809"	"9606.ENSP00000315915"	406	"PLAT"	"ANXA2R"
"49228"	"9606.ENSP00000220809"	"9606.ENSP00000262768"	410	"TIMP2"	"PLAT"
"49239"	"9606.ENSP00000220809"	"9606.ENSP00000496870"	409	"PLAT"	"LRP2"
"49242"	"9606.ENSP00000220809"	"9606.ENSP00000296130"	549	"PLAT"	"CLEC3B"
"49243"	"9606.ENSP00000220809"	"9606.ENSP00000498441"	651	"PLAT"	"FGA"
"49244"	"9606.ENSP00000220809"	"9606.ENSP00000375682"	540	"PLAT"	"KLK8"
"49249"	"9606.ENSP00000220809"	"9606.ENSP00000223095"	999	"SERPINE1"	"PLAT"
"49258"	"9606.ENSP00000220809"	"9606.ENSP00000491969"	749	"PLAT"	"IGLV10-54"
"49259"	"9606.ENSP00000220809"	"9606.ENSP00000261405"	557	"VWF"	"PLAT"
"49260"	"9606.ENSP00000220809"	"9606.ENSP00000431254"	930	"PLAT"	"IGLL5"
"49263"	"9606.ENSP00000220809"	"9606.ENSP00000345672"	540	"PLAT"	"CTSB"
"49264"	"9606.ENSP00000220809"	"9606.ENSP00000265171"	503	"PLAT"	"EGF"
"49267"	"9606.ENSP00000220812"	"9606.ENSP00000261349"	988	"LRP6"	"DKK4"
"49268"	"9606.ENSP00000220812"	"9606.ENSP00000285311"	900	"DKK4"	"DKK2"
"49269"	"9606.ENSP00000220812"	"9606.ENSP00000363081"	900	"DKK4"	"DKK1"
"49270"	"9606.ENSP00000220812"	"9606.ENSP00000270357"	480	"RNPEPL1"	"DKK4"
"49271"	"9606.ENSP00000220812"	"9606.ENSP00000294304"	993	"LRP5"	"DKK4"
"49272"	"9606.ENSP00000220812"	"9606.ENSP00000331242"	936	"KREMEN1"	"DKK4"
"49274"	"9606.ENSP00000220812"	"9606.ENSP00000304422"	725	"KREMEN2"	"DKK4"
"49284"	"9606.ENSP00000220822"	"9606.ENSP00000285208"	669	"RAB6B"	"GDAP1"
"49287"	"9606.ENSP00000220822"	"9606.ENSP00000390941"	408	"GDAP1"	"ATCAY"
"49293"	"9606.ENSP00000220822"	"9606.ENSP00000340409"	422	"SMPD1"	"GDAP1"
"49298"	"9606.ENSP00000220822"	"9606.ENSP00000356563"	499	"PEX3"	"GDAP1"
"49299"	"9606.ENSP00000220822"	"9606.ENSP00000357051"	499	"PEX19"	"GDAP1"
"49300"	"9606.ENSP00000220849"	"9606.ENSP00000418734"	437	"MYSM1"	"EIF3E"
"49302"	"9606.ENSP00000220849"	"9606.ENSP00000346050"	891	"RPS3A"	"EIF3E"
"49303"	"9606.ENSP00000220849"	"9606.ENSP00000256383"	952	"EIF3E"	"EIF2S1"
"49304"	"9606.ENSP00000220849"	"9606.ENSP00000414321"	885	"RPS24"	"EIF3E"
"49309"	"9606.ENSP00000220849"	"9606.ENSP00000272317"	870	"RPS27A"	"EIF3E"
"49311"	"9606.ENSP00000220849"	"9606.ENSP00000296674"	898	"RPS23"	"EIF3E"
"49312"	"9606.ENSP00000220849"	"9606.ENSP00000385958"	868	"RPS14"	"EIF3E"
"49314"	"9606.ENSP00000220849"	"9606.ENSP00000248342"	999	"EIF3K"	"EIF3E"
"49320"	"9606.ENSP00000220849"	"9606.ENSP00000253108"	997	"EIF3G"	"EIF3E"
"49340"	"9606.ENSP00000220849"	"9606.ENSP00000470972"	899	"RPS19"	"EIF3E"
"49343"	"9606.ENSP00000220849"	"9606.ENSP00000377681"	457	"G3BP1"	"EIF3E"
"49346"	"9606.ENSP00000220849"	"9606.ENSP00000498019"	865	"RPS17"	"EIF3E"
"49349"	"9606.ENSP00000220849"	"9606.ENSP00000426909"	896	"RACK1"	"EIF3E"
"49350"	"9606.ENSP00000220849"	"9606.ENSP00000296577"	884	"EIF3E"	"ABCE1"
"49355"	"9606.ENSP00000220849"	"9606.ENSP00000425915"	623	"SELENOP"	"EIF3E"
"49356"	"9606.ENSP00000220849"	"9606.ENSP00000393241"	896	"RPS18"	"EIF3E"
"49357"	"9606.ENSP00000220849"	"9606.ENSP00000369915"	542	"NAP1L4"	"EIF3E"
"49359"	"9606.ENSP00000220849"	"9606.ENSP00000370258"	994	"EIF3E"	"EIF3CL"
"49364"	"9606.ENSP00000220849"	"9606.ENSP00000472985"	867	"RPS5"	"EIF3E"
"49367"	"9606.ENSP00000220849"	"9606.ENSP00000435777"	868	"RPS13"	"EIF3E"
"49372"	"9606.ENSP00000220849"	"9606.ENSP00000379888"	897	"RPS8"	"EIF3E"
"49375"	"9606.ENSP00000220849"	"9606.ENSP00000436049"	999	"EIF3M"	"EIF3E"
"49376"	"9606.ENSP00000220849"	"9606.ENSP00000368927"	952	"EIF3E"	"EIF1AX"
"49377"	"9606.ENSP00000220849"	"9606.ENSP00000345957"	872	"RPS21"	"EIF3E"
"49380"	"9606.ENSP00000220849"	"9606.ENSP00000354722"	773	"EIF3E"	"EIF1AY"
"49383"	"9606.ENSP00000220849"	"9606.ENSP00000261868"	997	"EIF3J"	"EIF3E"
"49384"	"9606.ENSP00000220849"	"9606.ENSP00000379339"	867	"RPS29"	"EIF3E"
"49388"	"9606.ENSP00000220849"	"9606.ENSP00000360869"	813	"IFIT1"	"EIF3E"
"49391"	"9606.ENSP00000220849"	"9606.ENSP00000354125"	999	"EIF3E"	"EIF3B"
"49392"	"9606.ENSP00000220849"	"9606.ENSP00000416255"	987	"EIF4G1"	"EIF3E"
"49393"	"9606.ENSP00000220849"	"9606.ENSP00000364119"	950	"EIF3E"	"EIF2S2"
"49405"	"9606.ENSP00000220849"	"9606.ENSP00000362744"	867	"RPS4X"	"EIF3E"
"49406"	"9606.ENSP00000220849"	"9606.ENSP00000499044"	869	"RPS27"	"EIF3E"
"49415"	"9606.ENSP00000220849"	"9606.ENSP00000367806"	904	"RPS16"	"EIF3E"
"49416"	"9606.ENSP00000220849"	"9606.ENSP00000410862"	483	"RUNDC3A"	"EIF3E"
"49422"	"9606.ENSP00000220849"	"9606.ENSP00000494040"	457	"EIF3E"	"DDX3X"
"49423"	"9606.ENSP00000220849"	"9606.ENSP00000326381"	552	"EIF4A2"	"EIF3E"
"49425"	"9606.ENSP00000220849"	"9606.ENSP00000499067"	999	"EIF3L"	"EIF3E"
"49426"	"9606.ENSP00000220849"	"9606.ENSP00000350512"	850	"EIF3E"	"COPS5"
"49435"	"9606.ENSP00000220849"	"9606.ENSP00000304102"	528	"EIF3E"	"COPS6"
"49436"	"9606.ENSP00000220849"	"9606.ENSP00000292586"	466	"MRNIP"	"EIF3E"
"49437"	"9606.ENSP00000220849"	"9606.ENSP00000261609"	457	"HERC2"	"EIF3E"
"49440"	"9606.ENSP00000220849"	"9606.ENSP00000253039"	958	"EIF3E"	"EIF2S3"
"49441"	"9606.ENSP00000220849"	"9606.ENSP00000365201"	420	"PRRC2A"	"EIF3E"
"49444"	"9606.ENSP00000220849"	"9606.ENSP00000315035"	472	"PPP1R42"	"EIF3E"
"49445"	"9606.ENSP00000220849"	"9606.ENSP00000263734"	528	"EPAS1"	"EIF3E"
"49453"	"9606.ENSP00000220849"	"9606.ENSP00000364289"	634	"NCBP1"	"EIF3E"
"49454"	"9606.ENSP00000220849"	"9606.ENSP00000383274"	406	"EIF4G3"	"EIF3E"
"49458"	"9606.ENSP00000220849"	"9606.ENSP00000347224"	465	"GPBP1L1"	"EIF3E"
"49459"	"9606.ENSP00000220849"	"9606.ENSP00000232905"	764	"EIF3E"	"EIF1B"
"49467"	"9606.ENSP00000220849"	"9606.ENSP00000371408"	587	"EIF3E"	"C4orf19"
"49469"	"9606.ENSP00000220849"	"9606.ENSP00000431800"	999	"EIF3F"	"EIF3E"
"49481"	"9606.ENSP00000220849"	"9606.ENSP00000431822"	947	"FAU"	"EIF3E"
"49484"	"9606.ENSP00000220849"	"9606.ENSP00000348708"	669	"UPF2"	"EIF3E"
"49488"	"9606.ENSP00000220849"	"9606.ENSP00000419449"	950	"EIF3E"	"EIF1"
"49496"	"9606.ENSP00000220849"	"9606.ENSP00000293831"	931	"EIF4A1"	"EIF3E"
"49501"	"9606.ENSP00000220849"	"9606.ENSP00000369757"	885	"RPS6"	"EIF3E"
"49506"	"9606.ENSP00000220849"	"9606.ENSP00000348442"	503	"PSMD12"	"EIF3E"
"49511"	"9606.ENSP00000220849"	"9606.ENSP00000375632"	877	"RPS9"	"EIF3E"
"49518"	"9606.ENSP00000220849"	"9606.ENSP00000418960"	416	"EIF3E"	"BRCA1"
"49521"	"9606.ENSP00000220849"	"9606.ENSP00000270625"	893	"RPS11"	"EIF3E"
"49522"	"9606.ENSP00000220849"	"9606.ENSP00000429374"	890	"RPS20"	"EIF3E"
"49524"	"9606.ENSP00000220849"	"9606.ENSP00000230050"	880	"RPS12"	"EIF3E"
"49525"	"9606.ENSP00000220849"	"9606.ENSP00000425561"	440	"EIF4E"	"EIF3E"
"49528"	"9606.ENSP00000220849"	"9606.ENSP00000278616"	737	"EIF3E"	"ATM"
"49531"	"9606.ENSP00000220849"	"9606.ENSP00000495273"	885	"RPS7"	"EIF3E"
"49534"	"9606.ENSP00000220849"	"9606.ENSP00000466010"	887	"RPS15"	"EIF3E"
"49536"	"9606.ENSP00000220849"	"9606.ENSP00000332604"	999	"EIF3E"	"EIF3C"
"49539"	"9606.ENSP00000220849"	"9606.ENSP00000341885"	896	"RPS2"	"EIF3E"
"49540"	"9606.ENSP00000220849"	"9606.ENSP00000361238"	655	"RSPH9"	"EIF3E"
"49545"	"9606.ENSP00000220849"	"9606.ENSP00000348849"	887	"RPS26"	"EIF3E"
"49548"	"9606.ENSP00000220849"	"9606.ENSP00000429931"	999	"EIF3H"	"EIF3E"
"49550"	"9606.ENSP00000220849"	"9606.ENSP00000296930"	444	"NPM1"	"EIF3E"
"49554"	"9606.ENSP00000220849"	"9606.ENSP00000378851"	457	"MAPK1IP1L"	"EIF3E"
"49559"	"9606.ENSP00000220849"	"9606.ENSP00000307288"	538	"MCM7"	"EIF3E"
"49562"	"9606.ENSP00000220849"	"9606.ENSP00000481646"	881	"RPS10"	"EIF3E"
"49566"	"9606.ENSP00000220849"	"9606.ENSP00000358140"	997	"EIF3E"	"EIF3A"
"49569"	"9606.ENSP00000220849"	"9606.ENSP00000389351"	880	"RPSA"	"EIF3E"
"49571"	"9606.ENSP00000220849"	"9606.ENSP00000349856"	666	"PRRC2B"	"EIF3E"
"49579"	"9606.ENSP00000220849"	"9606.ENSP00000435096"	897	"RPS25"	"EIF3E"
"49580"	"9606.ENSP00000220849"	"9606.ENSP00000278572"	927	"RPS3"	"EIF3E"
"49585"	"9606.ENSP00000220849"	"9606.ENSP00000318646"	844	"RPS15A"	"EIF3E"
"49586"	"9606.ENSP00000220849"	"9606.ENSP00000472469"	884	"RPS28"	"EIF3E"
"49588"	"9606.ENSP00000220849"	"9606.ENSP00000362688"	995	"EIF3I"	"EIF3E"
"49605"	"9606.ENSP00000220853"	"9606.ENSP00000225726"	434	"EMC2"	"CCDC47"
"49627"	"9606.ENSP00000220853"	"9606.ENSP00000326424"	475	"NADSYN1"	"EMC2"
"49634"	"9606.ENSP00000220853"	"9606.ENSP00000306220"	998	"MMGT1"	"EMC2"
"49635"	"9606.ENSP00000220853"	"9606.ENSP00000256545"	992	"EMC7"	"EMC2"
"49649"	"9606.ENSP00000220853"	"9606.ENSP00000399457"	620	"EMC2"	"DDOST"
"49655"	"9606.ENSP00000220853"	"9606.ENSP00000295770"	456	"STT3B"	"EMC2"
"49669"	"9606.ENSP00000220853"	"9606.ENSP00000420608"	999	"EMC2"	"EMC1"
"49679"	"9606.ENSP00000220853"	"9606.ENSP00000357998"	457	"SEC63"	"EMC2"
"49685"	"9606.ENSP00000220853"	"9606.ENSP00000380322"	999	"EMC6"	"EMC2"
"49701"	"9606.ENSP00000220853"	"9606.ENSP00000383911"	757	"UBAC2"	"EMC2"
"49705"	"9606.ENSP00000220853"	"9606.ENSP00000299767"	457	"HSP90B1"	"EMC2"
"49721"	"9606.ENSP00000220853"	"9606.ENSP00000330945"	495	"TMED9"	"EMC2"
"49739"	"9606.ENSP00000220853"	"9606.ENSP00000245046"	999	"EMC3"	"EMC2"
"49770"	"9606.ENSP00000220853"	"9606.ENSP00000318147"	470	"EMC2"	"EDEM3"
"49773"	"9606.ENSP00000220853"	"9606.ENSP00000308430"	457	"EMC2"	"CYB5B"
"49779"	"9606.ENSP00000220853"	"9606.ENSP00000315006"	475	"SLC28A2"	"EMC2"
"49783"	"9606.ENSP00000220853"	"9606.ENSP00000237530"	457	"RPN2"	"EMC2"
"49789"	"9606.ENSP00000220853"	"9606.ENSP00000333984"	545	"TRDN"	"EMC2"
"49793"	"9606.ENSP00000220853"	"9606.ENSP00000387549"	432	"SLC18A1"	"EMC2"
"49804"	"9606.ENSP00000220853"	"9606.ENSP00000247461"	402	"EMC2"	"CANX"
"49813"	"9606.ENSP00000220853"	"9606.ENSP00000334037"	993	"EMC2"	"EMC10"
"49827"	"9606.ENSP00000220853"	"9606.ENSP00000479488"	449	"PHB"	"EMC2"
"49836"	"9606.ENSP00000220853"	"9606.ENSP00000253457"	997	"EMC8"	"EMC2"
"49842"	"9606.ENSP00000220853"	"9606.ENSP00000414906"	485	"EMC2"	"DCTN4"
"49850"	"9606.ENSP00000220853"	"9606.ENSP00000296255"	499	"RPN1"	"EMC2"
"49877"	"9606.ENSP00000220853"	"9606.ENSP00000403210"	997	"EMC9"	"EMC2"
"49895"	"9606.ENSP00000220853"	"9606.ENSP00000362110"	420	"SF3A3"	"EMC2"
"49909"	"9606.ENSP00000220853"	"9606.ENSP00000267750"	999	"EMC4"	"EMC2"
"49921"	"9606.ENSP00000220913"	"9606.ENSP00000363286"	999	"POLE3"	"CHRAC1"
"49925"	"9606.ENSP00000220913"	"9606.ENSP00000360162"	840	"SMARCA1"	"CHRAC1"
"49926"	"9606.ENSP00000220913"	"9606.ENSP00000472445"	900	"POLD1"	"CHRAC1"
"49928"	"9606.ENSP00000220913"	"9606.ENSP00000283131"	947	"SMARCA5"	"CHRAC1"
"49931"	"9606.ENSP00000220913"	"9606.ENSP00000240055"	532	"NFYB"	"CHRAC1"
"49932"	"9606.ENSP00000220913"	"9606.ENSP00000235310"	900	"MAD2L2"	"CHRAC1"
"49937"	"9606.ENSP00000220913"	"9606.ENSP00000342434"	540	"CHRAC1"	"BAZ1B"
"49938"	"9606.ENSP00000220913"	"9606.ENSP00000345702"	532	"NFYA"	"CHRAC1"
"49939"	"9606.ENSP00000220913"	"9606.ENSP00000399851"	900	"POLG"	"CHRAC1"
"49941"	"9606.ENSP00000220913"	"9606.ENSP00000442563"	900	"POLG2"	"CHRAC1"
"49947"	"9606.ENSP00000220913"	"9606.ENSP00000448598"	540	"CHRAC1"	"C17orf49"
"49950"	"9606.ENSP00000220913"	"9606.ENSP00000311368"	540	"POLD4"	"CHRAC1"
"49951"	"9606.ENSP00000220913"	"9606.ENSP00000450085"	540	"H0YIS7_HUMAN"	"CHRAC1"
"49952"	"9606.ENSP00000220913"	"9606.ENSP00000383428"	540	"CHRAC1"	"CECR2"
"49953"	"9606.ENSP00000220913"	"9606.ENSP00000480186"	900	"POLD2"	"CHRAC1"
"49954"	"9606.ENSP00000220913"	"9606.ENSP00000484105"	900	"PRIM2"	"CHRAC1"
"49955"	"9606.ENSP00000220913"	"9606.ENSP00000378736"	917	"CRCP"	"CHRAC1"
"49964"	"9606.ENSP00000220913"	"9606.ENSP00000395535"	531	"MECP2"	"CHRAC1"
"49969"	"9606.ENSP00000220913"	"9606.ENSP00000350491"	900	"PRIM1"	"CHRAC1"
"49972"	"9606.ENSP00000220913"	"9606.ENSP00000307208"	540	"CHRAC1"	"BPTF"
"49974"	"9606.ENSP00000220913"	"9606.ENSP00000362592"	540	"RBBP4"	"CHRAC1"
"49975"	"9606.ENSP00000220913"	"9606.ENSP00000351697"	900	"REV3L"	"CHRAC1"
"49981"	"9606.ENSP00000220913"	"9606.ENSP00000322570"	900	"POLE"	"CHRAC1"
"49982"	"9606.ENSP00000220913"	"9606.ENSP00000371859"	975	"CHRAC1"	"BAZ1A"
"49983"	"9606.ENSP00000220913"	"9606.ENSP00000311513"	540	"RSF1"	"CHRAC1"
"49988"	"9606.ENSP00000220913"	"9606.ENSP00000265465"	900	"POLA2"	"CHRAC1"
"49989"	"9606.ENSP00000220913"	"9606.ENSP00000480987"	720	"MCM3"	"CHRAC1"
"49990"	"9606.ENSP00000220913"	"9606.ENSP00000369424"	610	"RBBP7"	"CHRAC1"
"49991"	"9606.ENSP00000220913"	"9606.ENSP00000263681"	900	"POLD3"	"CHRAC1"
"49992"	"9606.ENSP00000220913"	"9606.ENSP00000368358"	900	"POLA1"	"CHRAC1"
"49993"	"9606.ENSP00000220913"	"9606.ENSP00000420176"	900	"POLE4"	"CHRAC1"
"50034"	"9606.ENSP00000220966"	"9606.ENSP00000384949"	968	"PYCR3"	"PYCR1"
"50043"	"9606.ENSP00000220966"	"9606.ENSP00000342502"	965	"PYCR3"	"PYCR2"
"50053"	"9606.ENSP00000220966"	"9606.ENSP00000349577"	900	"PYCR3"	"PRODH"
"50063"	"9606.ENSP00000220966"	"9606.ENSP00000421926"	410	"UIMC1"	"PYCR3"
"50064"	"9606.ENSP00000220966"	"9606.ENSP00000301175"	900	"PYCR3"	"PRODH2"
"50065"	"9606.ENSP00000220966"	"9606.ENSP00000352408"	469	"PYCR3"	"BABAM1"
"50067"	"9606.ENSP00000220966"	"9606.ENSP00000254322"	420	"PYCR3"	"DNAJB1"
"50072"	"9606.ENSP00000220966"	"9606.ENSP00000481127"	900	"PYCR3"	"LOC102724788"
"50082"	"9606.ENSP00000221086"	"9606.ENSP00000363985"	967	"MTMR9"	"MTMR8"
"50083"	"9606.ENSP00000221086"	"9606.ENSP00000371221"	995	"MTMR9"	"MTMR6"
"50084"	"9606.ENSP00000221086"	"9606.ENSP00000350911"	468	"MTMR9"	"CTSE"
"50088"	"9606.ENSP00000221086"	"9606.ENSP00000369677"	599	"MTMR9"	"EMILIN1"
"50104"	"9606.ENSP00000221086"	"9606.ENSP00000364212"	570	"MTMR9"	"CDA"
"50116"	"9606.ENSP00000221114"	"9606.ENSP00000392105"	420	"INAVA"	"DCTN6"
"50117"	"9606.ENSP00000221114"	"9606.ENSP00000258198"	915	"DYNC1LI2"	"DCTN6"
"50119"	"9606.ENSP00000221114"	"9606.ENSP00000354560"	499	"KIFAP3"	"DCTN6"
"50120"	"9606.ENSP00000221114"	"9606.ENSP00000334300"	588	"DCTN6"	"ACTL7A"
"50121"	"9606.ENSP00000221114"	"9606.ENSP00000290378"	588	"DCTN6"	"ACTC1"
"50123"	"9606.ENSP00000221114"	"9606.ENSP00000481780"	555	"MAPK8IP3"	"DCTN6"
"50124"	"9606.ENSP00000221114"	"9606.ENSP00000300006"	581	"DCTN6"	"BMERB1"
"50126"	"9606.ENSP00000221114"	"9606.ENSP00000263168"	950	"DCTN6"	"CAPZA1"
"50127"	"9606.ENSP00000221114"	"9606.ENSP00000235835"	479	"DCTN6"	"AKR7A2"
"50128"	"9606.ENSP00000221114"	"9606.ENSP00000269195"	499	"GALNT1"	"DCTN6"
"50129"	"9606.ENSP00000221114"	"9606.ENSP00000307078"	499	"KIF5B"	"DCTN6"
"50130"	"9606.ENSP00000221114"	"9606.ENSP00000388241"	499	"KIF26A"	"DCTN6"
"50131"	"9606.ENSP00000221114"	"9606.ENSP00000260731"	499	"KIF11"	"DCTN6"
"50133"	"9606.ENSP00000221114"	"9606.ENSP00000385808"	499	"KIF3A"	"DCTN6"
"50135"	"9606.ENSP00000221114"	"9606.ENSP00000404190"	499	"RACGAP1"	"DCTN6"
"50136"	"9606.ENSP00000221114"	"9606.ENSP00000325941"	456	"RIC8A"	"DCTN6"
"50137"	"9606.ENSP00000221114"	"9606.ENSP00000375810"	550	"KLC3"	"DCTN6"
"50139"	"9606.ENSP00000221114"	"9606.ENSP00000265148"	499	"DCTN6"	"CENPE"
"50141"	"9606.ENSP00000221114"	"9606.ENSP00000355645"	588	"DCTN6"	"ACTA1"
"50142"	"9606.ENSP00000221114"	"9606.ENSP00000268919"	499	"KIF2B"	"DCTN6"
"50143"	"9606.ENSP00000221114"	"9606.ENSP00000414982"	499	"KLC1"	"DCTN6"
"50144"	"9606.ENSP00000221114"	"9606.ENSP00000256001"	599	"DCTN6"	"ACTR3B"
"50145"	"9606.ENSP00000221114"	"9606.ENSP00000354791"	996	"DCTN6"	"DCTN1"
"50146"	"9606.ENSP00000221114"	"9606.ENSP00000316674"	588	"DCTN6"	"ACTL9"
"50149"	"9606.ENSP00000221114"	"9606.ENSP00000380308"	906	"DYNC1I2"	"DCTN6"
"50150"	"9606.ENSP00000221114"	"9606.ENSP00000355632"	499	"GALNT2"	"DCTN6"
"50153"	"9606.ENSP00000221114"	"9606.ENSP00000401010"	955	"DCTN6"	"CAPZB"
"50154"	"9606.ENSP00000221114"	"9606.ENSP00000324020"	499	"KIF15"	"DCTN6"
"50155"	"9606.ENSP00000221114"	"9606.ENSP00000408910"	996	"DCTN6"	"DCTN2"
"50156"	"9606.ENSP00000221114"	"9606.ENSP00000262210"	606	"DCTN6"	"CSPP1"
"50157"	"9606.ENSP00000221114"	"9606.ENSP00000399403"	499	"KLC2"	"DCTN6"
"50158"	"9606.ENSP00000221114"	"9606.ENSP00000329647"	588	"DCTN6"	"ACTL10"
"50159"	"9606.ENSP00000221114"	"9606.ENSP00000494750"	866	"DCTN6"	"ACTB"
"50160"	"9606.ENSP00000221114"	"9606.ENSP00000376297"	499	"DYNLL1"	"DCTN6"
"50164"	"9606.ENSP00000221114"	"9606.ENSP00000361298"	499	"KIF2C"	"DCTN6"
"50167"	"9606.ENSP00000221114"	"9606.ENSP00000252071"	622	"DCTN6"	"ACTR3C"
"50168"	"9606.ENSP00000221114"	"9606.ENSP00000386857"	588	"DCTN6"	"ACTG2"
"50169"	"9606.ENSP00000221114"	"9606.ENSP00000320130"	499	"DYNC1I1"	"DCTN6"
"50171"	"9606.ENSP00000221114"	"9606.ENSP00000263181"	499	"KIF18A"	"DCTN6"
"50172"	"9606.ENSP00000221114"	"9606.ENSP00000353785"	631	"TPPP"	"DCTN6"
"50174"	"9606.ENSP00000221114"	"9606.ENSP00000408979"	499	"KIF5A"	"DCTN6"
"50175"	"9606.ENSP00000221114"	"9606.ENSP00000369473"	483	"N4BP2L1"	"DCTN6"
"50176"	"9606.ENSP00000221114"	"9606.ENSP00000364555"	588	"DCTN6"	"ACTL8"
"50177"	"9606.ENSP00000221114"	"9606.ENSP00000414906"	999	"DCTN6"	"DCTN4"
"50178"	"9606.ENSP00000221114"	"9606.ENSP00000273130"	594	"DYNC1LI1"	"DCTN6"
"50179"	"9606.ENSP00000221114"	"9606.ENSP00000371825"	646	"DEFB127"	"DCTN6"
"50181"	"9606.ENSP00000221114"	"9606.ENSP00000259708"	499	"KLC4"	"DCTN6"
"50183"	"9606.ENSP00000221114"	"9606.ENSP00000380690"	808	"DCTN6"	"BICDL1"
"50184"	"9606.ENSP00000221114"	"9606.ENSP00000260363"	499	"KIF23"	"DCTN6"
"50186"	"9606.ENSP00000221114"	"9606.ENSP00000387164"	420	"DCTN6"	"CPVL"
"50187"	"9606.ENSP00000221114"	"9606.ENSP00000333948"	620	"RPS19BP1"	"DCTN6"
"50188"	"9606.ENSP00000221114"	"9606.ENSP00000387875"	499	"KIF4B"	"DCTN6"
"50189"	"9606.ENSP00000221114"	"9606.ENSP00000311449"	499	"RAB6A"	"DCTN6"
"50190"	"9606.ENSP00000221114"	"9606.ENSP00000349351"	499	"DCTN6"	"BICD2"
"50191"	"9606.ENSP00000221114"	"9606.ENSP00000363799"	588	"DCTN6"	"ACTL7B"
"50192"	"9606.ENSP00000221114"	"9606.ENSP00000243611"	426	"DCTN6"	"C4BPB"
"50193"	"9606.ENSP00000221114"	"9606.ENSP00000354947"	838	"DCTN6"	"CAPZA2"
"50195"	"9606.ENSP00000221114"	"9606.ENSP00000424198"	465	"KLHL2"	"DCTN6"
